timestamp,index,name,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,temperature.gpu
2026/06/18 23:30:20.624, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 62.78, 52
2026/06/18 23:30:20.626, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 68.54, 56
2026/06/18 23:30:20.629, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 81.06, 55
2026/06/18 23:30:20.635, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 10.97, 50
2026/06/18 23:30:21.637, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 62.68, 52
2026/06/18 23:30:21.640, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 68.72, 56
2026/06/18 23:30:21.642, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 81.24, 55
2026/06/18 23:30:21.644, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 11.26, 50
2026/06/18 23:30:22.647, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 5, 11264, 62.88, 53
2026/06/18 23:30:22.677, 1, NVIDIA GeForce GTX 1080 Ti, 4, 0, 5, 11264, 59.90, 56
2026/06/18 23:30:22.680, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 13, 11264, 53.91, 54
2026/06/18 23:30:22.682, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 5, 11264, 11.36, 50
2026/06/18 23:30:23.686, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 5, 11264, 62.82, 52
2026/06/18 23:30:23.743, 1, NVIDIA GeForce GTX 1080 Ti, 2, 0, 5, 11264, 60.00, 55
2026/06/18 23:30:23.746, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 13, 11264, 62.62, 54
2026/06/18 23:30:23.748, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 5, 11264, 60.41, 50
2026/06/18 23:30:24.751, 0, NVIDIA GeForce GTX 1080 Ti, 3, 0, 5, 11264, 63.01, 52
2026/06/18 23:30:24.765, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 115, 11264, 59.55, 55
2026/06/18 23:30:24.773, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 5, 11264, 62.62, 54
2026/06/18 23:30:24.775, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 5, 11264, 60.21, 50
2026/06/18 23:30:25.778, 0, NVIDIA GeForce GTX 1080 Ti, 2, 0, 13, 11264, 62.81, 52
2026/06/18 23:30:25.825, 1, NVIDIA GeForce GTX 1080 Ti, 4, 0, 5, 11264, 59.84, 55
2026/06/18 23:30:25.910, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 5, 11264, 62.63, 54
2026/06/18 23:30:25.913, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 5, 11264, 60.31, 50
2026/06/18 23:30:26.916, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 13, 11264, 62.90, 52
2026/06/18 23:30:26.922, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 5, 11264, 59.81, 55
2026/06/18 23:30:27.008, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 5, 11264, 62.43, 53
2026/06/18 23:30:27.010, 3, NVIDIA GeForce GTX 1080 Ti, 2, 0, 5, 11264, 60.41, 50
2026/06/18 23:30:28.013, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 5, 11264, 62.90, 52
2026/06/18 23:30:28.107, 1, NVIDIA GeForce GTX 1080 Ti, 4, 0, 5, 11264, 59.71, 55
