timestamp,index,name,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,temperature.gpu
2026/06/18 21:13:54.442, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 71.04, 64
2026/06/18 21:13:54.447, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.95, 36
2026/06/18 21:13:54.449, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.54, 31
2026/06/18 21:13:54.452, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.15, 29
2026/06/18 21:13:55.455, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 70.94, 63
2026/06/18 21:13:55.457, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.76, 36
2026/06/18 21:13:55.459, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.44, 31
2026/06/18 21:13:55.462, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.86, 29
2026/06/18 21:13:56.465, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 70.85, 63
2026/06/18 21:13:56.471, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.76, 36
2026/06/18 21:13:56.473, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.34, 31
2026/06/18 21:13:56.476, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.05, 29
2026/06/18 21:13:57.478, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 70.85, 63
2026/06/18 21:13:57.481, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.66, 36
2026/06/18 21:13:57.483, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.24, 30
2026/06/18 21:13:57.486, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.05, 29
2026/06/18 21:13:58.489, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 70.78, 63
2026/06/18 21:13:58.491, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.66, 36
2026/06/18 21:13:58.493, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.24, 30
2026/06/18 21:13:58.496, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.66, 29
2026/06/18 21:13:59.499, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 70.75, 62
2026/06/18 21:13:59.501, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.66, 35
2026/06/18 21:13:59.503, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.25, 30
2026/06/18 21:13:59.506, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.76, 29
2026/06/18 21:14:00.509, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 70.59, 62
